PS C:\Users\emazoq\Documents\0dev\goSQL> .\roc-valores.exe --sqlite .\roc-valores.db push
2026/04/13 16:20:36 main.go:22: roc-collector  version=a256539-dirty commit=a256539 built=2026-04-13T21:15:01Z
2026/04/13 16:20:36 db.go:60: [db] abriendo SQLite → .\roc-valores.db
+ 2026/04/13 16:35:36 push.go:181: [push]  sqliteID=53 → oracleID=53    ...
+            ~~~~~~~~
Unexpected token '16:35:36' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:39 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:39 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:39' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:39 push.go:181: [push]  sqliteID=77 → oracleID=77   840 valores
At line:1 char:12
+ 2026/04/13 16:35:39 push.go:181: [push]  sqliteID=77 → oracleID=77    ...
+            ~~~~~~~~
Unexpected token '16:35:39' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:43 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:43 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:43' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:43 push.go:181: [push]  sqliteID=107 → oracleID=107   840 valores
At line:1 char:12
+ 2026/04/13 16:35:43 push.go:181: [push]  sqliteID=107 → oracleID=107  ...
+            ~~~~~~~~
Unexpected token '16:35:43' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:47 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:47 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:47' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:47 push.go:181: [push]  sqliteID=22 → oracleID=22   840 valores
At line:1 char:12
+ 2026/04/13 16:35:47 push.go:181: [push]  sqliteID=22 → oracleID=22    ...
+            ~~~~~~~~
Unexpected token '16:35:47' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:51 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:51 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:51' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:51 push.go:181: [push]  sqliteID=31 → oracleID=31   840 valores
At line:1 char:12
+ 2026/04/13 16:35:51 push.go:181: [push]  sqliteID=31 → oracleID=31    ...
+            ~~~~~~~~
Unexpected token '16:35:51' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:55 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:55 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:55' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:55 push.go:181: [push]  sqliteID=33 → oracleID=33   840 valores
At line:1 char:12
+ 2026/04/13 16:35:55 push.go:181: [push]  sqliteID=33 → oracleID=33    ...
+            ~~~~~~~~
Unexpected token '16:35:55' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:59 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:35:59 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:35:59' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:35:59 push.go:181: [push]  sqliteID=48 → oracleID=48   840 valores
At line:1 char:12
+ 2026/04/13 16:35:59 push.go:181: [push]  sqliteID=48 → oracleID=48    ...
+            ~~~~~~~~
Unexpected token '16:35:59' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:03 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:36:03 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:36:03' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:03 push.go:181: [push]  sqliteID=61 → oracleID=61   840 valores
At line:1 char:12
+ 2026/04/13 16:36:03 push.go:181: [push]  sqliteID=61 → oracleID=61    ...
+            ~~~~~~~~
Unexpected token '16:36:03' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:07 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:36:07 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:36:07' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:07 push.go:181: [push]  sqliteID=84 → oracleID=84   840 valores
At line:1 char:12
+ 2026/04/13 16:36:07 push.go:181: [push]  sqliteID=84 → oracleID=84    ...
+            ~~~~~~~~
Unexpected token '16:36:07' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:11 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:36:11 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:36:11' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:14 push.go:181: [push]  sqliteID=104 → oracleID=104   840 valores
At line:1 char:12
+ 2026/04/13 16:36:14 push.go:181: [push]  sqliteID=104 → oracleID=104  ...
+            ~~~~~~~~
Unexpected token '16:36:14' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:19 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:36:19 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:36:19' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:19 push.go:181: [push]  sqliteID=25 → oracleID=25   840 valores
At line:1 char:12
+ 2026/04/13 16:36:19 push.go:181: [push]  sqliteID=25 → oracleID=25    ...
+            ~~~~~~~~
Unexpected token '16:36:19' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:23 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:36:23 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:36:23' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:23 push.go:181: [push]  sqliteID=27 → oracleID=27   840 valores
At line:1 char:12
+ 2026/04/13 16:36:23 push.go:181: [push]  sqliteID=27 → oracleID=27    ...
+            ~~~~~~~~
Unexpected token '16:36:23' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:28 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:36:28 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:36:28' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:28 push.go:181: [push]  sqliteID=72 → oracleID=72   840 valores
At line:1 char:12
+ 2026/04/13 16:36:28 push.go:181: [push]  sqliteID=72 → oracleID=72    ...
+            ~~~~~~~~
Unexpected token '16:36:28' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:32 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:36:32 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:36:32' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:32 push.go:181: [push]  sqliteID=86 → oracleID=86   840 valores
At line:1 char:12
+ 2026/04/13 16:36:32 push.go:181: [push]  sqliteID=86 → oracleID=86    ...
+            ~~~~~~~~
Unexpected token '16:36:32' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:37 valorRepository.go:89: [repo] UpsertBatch → 840 valores procesados
At line:1 char:12
+ 2026/04/13 16:36:37 valorRepository.go:89: [repo] UpsertBatch → 840 v ...
+            ~~~~~~~~
Unexpected token '16:36:37' in expression or statement.
    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : UnexpectedToken

PS C:\Users\emazoq\Documents\0dev\goSQL> 2026/04/13 16:36:37 push.go:181: [push]  sqliteID=90 → oracleID=90   840 valores
